time [nanoSec],	 voltage[mV] 
18412,	 -0.000346
18414,	 -0.000173
18416,	 -0.000346
18418,	 -0.000346
18420,	 0.000000
18422,	 -0.000346
18424,	 -0.000866
18426,	 -0.000346
18428,	 0.000346
18430,	 -0.000346
18432,	 -0.000693
18434,	 0.000000
18436,	 -0.000346
18438,	 -0.000520
18440,	 -0.000866
18442,	 -0.000346
18444,	 0.000000
18446,	 -0.000173
18448,	 -0.000173
18450,	 -0.000693
18452,	 -0.000346
18454,	 -0.000520
18456,	 -0.000346
18458,	 -0.000346
18460,	 -0.000346
18462,	 -0.000173
18464,	 -0.000346
18466,	 -0.000520
18468,	 -0.000173
18470,	 -0.000173
18472,	 -0.000173
18474,	 -0.000520
18476,	 -0.000173
18478,	 -0.000693
18480,	 -0.000346
18482,	 0.000000
18484,	 0.000000
18486,	 -0.000693
18488,	 -0.000693
18490,	 -0.000346
18492,	 -0.000173
18494,	 0.000000
18496,	 -0.000346
18498,	 -0.000693
18500,	 -0.000173
18502,	 -0.000520
18504,	 0.000000
18506,	 -0.000520
18508,	 0.000000
18510,	 0.000000
18512,	 -0.000866
18514,	 0.000000
18516,	 0.000000
18518,	 -0.000693
18520,	 -0.000346
18522,	 -0.000346
18524,	 -0.000173
18526,	 -0.000346
18528,	 -0.000173
18530,	 -0.000520
18532,	 0.000000
18534,	 -0.000346
18536,	 -0.000346
18538,	 -0.000346
18540,	 -0.000693
18542,	 -0.000173
18544,	 -0.000173
18546,	 0.000000
18548,	 0.000000
18550,	 -0.000173
18552,	 -0.000346
18554,	 -0.000693
18556,	 0.000173
18558,	 -0.000173
18560,	 -0.000173
18562,	 -0.000346
18564,	 0.000000
18566,	 -0.000173
18568,	 -0.000693
18570,	 -0.000173
18572,	 0.000000
18574,	 -0.000173
18576,	 -0.000346
18578,	 -0.000520
18580,	 -0.000346
18582,	 -0.000866
18584,	 -0.000173
18586,	 -0.000173
18588,	 0.000000
18590,	 -0.000520
18592,	 -0.000693
18594,	 -0.000346
18596,	 0.000173
18598,	 -0.000346
18600,	 -0.001040
18602,	 -0.000173
18604,	 0.000173
18606,	 -0.000693
18608,	 -0.000520
18610,	 -0.000693
18612,	 -0.000173
18614,	 -0.000693
18616,	 -0.000346
18618,	 0.000000
18620,	 -0.000173
18622,	 0.000000
18624,	 -0.000173
18626,	 -0.000693
18628,	 -0.000346
18630,	 -0.000693
18632,	 -0.000346
18634,	 -0.000693
18636,	 0.000000
18638,	 -0.000173
18640,	 -0.000346
18642,	 -0.000346
18644,	 0.000173
18646,	 -0.000520
18648,	 -0.000346
18650,	 -0.000173
18652,	 -0.000173
18654,	 -0.000346
18656,	 -0.000520
18658,	 -0.000693
18660,	 0.000000
18662,	 -0.000346
18664,	 -0.000173
18666,	 -0.000693
18668,	 -0.000173
18670,	 -0.000346
18672,	 -0.000520
18674,	 -0.000520
18676,	 -0.000173
18678,	 0.000000
18680,	 -0.000520
18682,	 -0.000173
18684,	 0.000000
18686,	 -0.000866
18688,	 -0.000346
18690,	 -0.000520
18692,	 -0.000346
18694,	 -0.000346
18696,	 -0.000346
18698,	 -0.000693
18700,	 -0.000173
18702,	 0.000000
18704,	 -0.000346
18706,	 -0.000693
18708,	 -0.000346
18710,	 -0.000346
18712,	 -0.000173
18714,	 -0.000866
18716,	 -0.000346
18718,	 0.000000
18720,	 -0.000520
18722,	 0.000000
18724,	 -0.000520
18726,	 0.000000
18728,	 -0.000520
18730,	 -0.000693
18732,	 0.000173
18734,	 -0.000693
18736,	 -0.000173
18738,	 0.000000
18740,	 0.000000
18742,	 -0.000693
18744,	 0.000000
18746,	 -0.000346
18748,	 -0.000346
18750,	 -0.000346
18752,	 0.000173
18754,	 -0.001040
18756,	 0.000173
18758,	 -0.000693
18760,	 -0.000346
18762,	 -0.000346
18764,	 0.000173
18766,	 -0.000346
18768,	 -0.000346
18770,	 -0.000520
18772,	 0.000000
18774,	 -0.000520
18776,	 -0.000346
18778,	 -0.000693
18780,	 0.000000
18782,	 -0.000346
18784,	 -0.000346
18786,	 0.000000
18788,	 -0.000346
18790,	 -0.000520
18792,	 -0.000346
18794,	 -0.000520
18796,	 0.000000
18798,	 0.000000
18800,	 0.000000
18802,	 0.000000
18804,	 -0.000520
18806,	 -0.000520
18808,	 -0.000346
18810,	 -0.000346
18812,	 0.000000
18814,	 -0.000346
18816,	 -0.000346
18818,	 -0.000693
18820,	 -0.000520
18822,	 -0.000173
18824,	 -0.000346
18826,	 -0.001040
18828,	 -0.000173
18830,	 -0.000173
18832,	 -0.000346
18834,	 -0.000346
18836,	 -0.000346
18838,	 -0.000346
18840,	 -0.000346
18842,	 -0.000693
18844,	 0.000346
18846,	 -0.000173
18848,	 0.000000
18850,	 -0.000693
18852,	 -0.000520
18854,	 -0.000173
18856,	 -0.000173
18858,	 -0.000693
18860,	 0.000000
18862,	 -0.000346
18864,	 -0.000693
18866,	 -0.000866
18868,	 0.000000
18870,	 -0.000346
18872,	 -0.000693
18874,	 -0.000693
18876,	 0.000000
18878,	 -0.000346
18880,	 -0.000866
18882,	 -0.000866
18884,	 -0.000173
18886,	 0.000000
18888,	 -0.000173
18890,	 -0.000520
18892,	 -0.000693
18894,	 -0.000693
18896,	 0.000000
18898,	 0.000000
18900,	 -0.000693
18902,	 -0.000346
18904,	 -0.000173
18906,	 -0.000520
18908,	 -0.000346
18910,	 0.000173
18912,	 -0.000693
18914,	 -0.000520
18916,	 0.000000
18918,	 -0.000346
18920,	 -0.000346
18922,	 -0.000346
18924,	 -0.000346
18926,	 0.000000
18928,	 0.000000
18930,	 -0.000693
18932,	 -0.000346
18934,	 -0.000693
18936,	 -0.000346
18938,	 -0.000693
18940,	 -0.000346
18942,	 0.000173
18944,	 -0.000520
18946,	 -0.000866
18948,	 -0.000346
18950,	 -0.000173
18952,	 -0.000346
18954,	 -0.000693
18956,	 -0.000346
18958,	 0.000000
18960,	 -0.000693
18962,	 -0.000346
18964,	 0.000173
18966,	 -0.001040
18968,	 0.000000
18970,	 -0.000693
18972,	 -0.000173
18974,	 0.000000
18976,	 -0.000520
18978,	 -0.001040
18980,	 -0.000346
18982,	 -0.000173
18984,	 -0.001040
18986,	 -0.000346
18988,	 0.000173
18990,	 -0.000173
18992,	 0.000000
18994,	 -0.000520
18996,	 -0.000693
18998,	 -0.000866
19000,	 0.000000
19002,	 -0.000346
19004,	 0.000173
19006,	 -0.000346
19008,	 -0.000866
19010,	 -0.000173
19012,	 0.000000
19014,	 0.000000
19016,	 -0.000693
19018,	 -0.000520
19020,	 0.000520
19022,	 -0.000173
19024,	 -0.000693
19026,	 -0.000173
19028,	 0.000173
19030,	 0.000000
19032,	 -0.000866
19034,	 -0.000693
19036,	 0.000000
19038,	 0.000000
19040,	 -0.000346
19042,	 -0.000346
19044,	 -0.000346
19046,	 0.000000
19048,	 -0.000346
19050,	 -0.000346
19052,	 0.000000
19054,	 -0.000520
19056,	 -0.000520
19058,	 -0.000346
19060,	 0.000173
19062,	 -0.000520
19064,	 -0.000520
19066,	 0.000000
19068,	 0.000000
19070,	 -0.000346
19072,	 -0.000173
19074,	 -0.000866
19076,	 0.000000
19078,	 -0.000173
19080,	 -0.000520
19082,	 -0.000693
19084,	 -0.000520
19086,	 0.000000
19088,	 -0.000520
19090,	 -0.000693
19092,	 -0.000173
19094,	 -0.000346
19096,	 -0.000346
19098,	 -0.000173
19100,	 0.000000
19102,	 0.000000
19104,	 -0.000693
19106,	 -0.000693
19108,	 -0.000173
19110,	 -0.000520
19112,	 -0.000346
19114,	 -0.000346
19116,	 0.000173
19118,	 -0.000173
19120,	 -0.000693
19122,	 -0.000866
19124,	 0.000346
19126,	 -0.000346
19128,	 -0.000866
19130,	 -0.000346
19132,	 0.000000
19134,	 -0.000173
19136,	 -0.000346
19138,	 -0.000346
19140,	 -0.000346
19142,	 -0.000520
19144,	 -0.000173
19146,	 -0.000346
19148,	 0.000000
19150,	 0.000000
19152,	 -0.000173
19154,	 -0.000693
19156,	 0.000000
19158,	 -0.000346
19160,	 -0.000346
19162,	 -0.000346
19164,	 0.000000
19166,	 -0.000346
19168,	 -0.000346
19170,	 -0.000693
19172,	 -0.000173
19174,	 -0.000346
19176,	 -0.000693
19178,	 -0.000520
19180,	 0.000000
19182,	 -0.000693
19184,	 -0.000173
19186,	 -0.000693
19188,	 -0.000173
19190,	 -0.000520
19192,	 0.000000
19194,	 -0.000173
19196,	 -0.000173
19198,	 0.000000
19200,	 -0.000520
19202,	 -0.001040
19204,	 0.000173
19206,	 -0.000693
19208,	 0.000000
19210,	 -0.000520
19212,	 0.000000
19214,	 -0.000346
19216,	 -0.000693
19218,	 -0.000693
19220,	 0.000173
19222,	 -0.000173
19224,	 -0.000346
19226,	 -0.000346
19228,	 0.000000
19230,	 -0.000346
19232,	 -0.000693
19234,	 -0.000693
19236,	 0.000000
19238,	 -0.000520
19240,	 -0.000520
19242,	 -0.000520
19244,	 -0.000173
19246,	 -0.000346
19248,	 -0.000346
19250,	 -0.000346
19252,	 -0.000346
19254,	 -0.000520
19256,	 -0.000346
19258,	 -0.000693
19260,	 0.000173
19262,	 -0.000346
19264,	 -0.000346
19266,	 -0.000520
19268,	 0.000173
19270,	 -0.000346
19272,	 -0.000520
19274,	 -0.000173
19276,	 -0.000173
19278,	 -0.000520
19280,	 -0.000346
19282,	 -0.000866
19284,	 0.000000
19286,	 -0.000346
19288,	 -0.000866
19290,	 -0.000520
19292,	 0.000520
19294,	 -0.000520
19296,	 -0.000346
19298,	 -0.000693
19300,	 0.000000
19302,	 -0.000693
19304,	 -0.000346
19306,	 -0.000520
19308,	 -0.000173
19310,	 0.000000
19312,	 -0.000346
19314,	 -0.000346
19316,	 -0.000173
19318,	 -0.000520
19320,	 -0.000693
19322,	 -0.000520
19324,	 -0.000173
19326,	 0.000000
19328,	 -0.000693
19330,	 -0.000346
19332,	 -0.000173
19334,	 -0.000693
19336,	 -0.000346
19338,	 -0.000346
19340,	 0.000000
19342,	 -0.000346
19344,	 -0.000866
19346,	 -0.000520
19348,	 -0.000173
19350,	 -0.000173
19352,	 -0.000346
19354,	 -0.000693
19356,	 -0.000346
19358,	 -0.000173
19360,	 -0.000346
19362,	 -0.000346
19364,	 -0.000173
19366,	 -0.000693
19368,	 -0.000346
19370,	 -0.000173
19372,	 -0.000346
19374,	 -0.000346
19376,	 -0.000520
19378,	 -0.000346
19380,	 -0.000346
19382,	 -0.000520
19384,	 -0.000346
19386,	 -0.000346
19388,	 -0.000346
19390,	 0.000000
19392,	 -0.000346
19394,	 -0.000693
19396,	 0.000173
19398,	 -0.000173
19400,	 -0.000520
19402,	 0.000000
19404,	 0.000000
19406,	 -0.000173
19408,	 -0.000346
19410,	 -0.000173
19412,	 -0.000173
19414,	 -0.000346
19416,	 -0.000693
19418,	 0.000000
19420,	 0.000000
19422,	 -0.000346
19424,	 -0.000693
19426,	 -0.000346
19428,	 0.000346
19430,	 -0.000693
19432,	 -0.000346
19434,	 0.000000
19436,	 -0.000346
19438,	 0.000000
19440,	 0.000000
19442,	 -0.000346
19444,	 -0.000346
19446,	 0.000000
19448,	 -0.000346
19450,	 -0.000346
19452,	 -0.000346
19454,	 0.000173
19456,	 -0.000346
19458,	 -0.000520
19460,	 0.000000
19462,	 -0.000346
19464,	 -0.000693
19466,	 -0.000346
19468,	 0.000000
19470,	 -0.000520
19472,	 -0.000173
19474,	 -0.000693
19476,	 0.000000
19478,	 -0.000346
19480,	 -0.000346
19482,	 -0.000346
19484,	 -0.000520
19486,	 0.000000
19488,	 -0.000693
19490,	 -0.000520
19492,	 0.000000
19494,	 -0.000346
19496,	 -0.000520
19498,	 0.000000
19500,	 0.000173
19502,	 -0.000693
19504,	 -0.000346
19506,	 -0.000520
19508,	 0.000000
19510,	 -0.000693
19512,	 -0.000693
19514,	 -0.000693
19516,	 -0.000346
19518,	 -0.000173
19520,	 -0.000346
19522,	 -0.000693
19524,	 -0.000346
19526,	 -0.000693
19528,	 -0.000693
19530,	 -0.000520
19532,	 0.000000
19534,	 -0.000173
19536,	 -0.000866
19538,	 -0.000346
19540,	 -0.000173
19542,	 -0.000346
19544,	 -0.001040
19546,	 -0.000346
19548,	 0.000173
19550,	 0.000000
19552,	 -0.000520
19554,	 -0.000346
19556,	 0.000173
19558,	 -0.000520
19560,	 -0.000346
19562,	 -0.000346
19564,	 -0.000346
19566,	 -0.000346
19568,	 0.000000
19570,	 -0.000346
19572,	 -0.000173
19574,	 -0.000520
19576,	 -0.000520
19578,	 -0.000346
19580,	 -0.000346
19582,	 -0.000173
19584,	 0.000000
19586,	 -0.000520
19588,	 -0.000346
19590,	 -0.000520
19592,	 -0.000520
19594,	 -0.000346
19596,	 -0.000346
19598,	 -0.000346
19600,	 -0.000346
19602,	 -0.000866
19604,	 -0.000173
19606,	 -0.000693
19608,	 0.000000
19610,	 -0.000693
19612,	 0.000000
19614,	 0.000173
19616,	 -0.000346
19618,	 -0.000693
19620,	 -0.000346
19622,	 -0.000693
19624,	 0.000000
19626,	 -0.000346
19628,	 -0.000346
19630,	 -0.000173
19632,	 0.000000
19634,	 -0.000693
19636,	 0.000520
19638,	 -0.001040
19640,	 -0.000866
19642,	 0.000000
19644,	 -0.000346
19646,	 -0.000346
19648,	 -0.000520
19650,	 -0.000520
19652,	 0.000000
19654,	 -0.000173
19656,	 -0.000346
19658,	 -0.000693
19660,	 -0.000346
19662,	 0.000000
19664,	 0.000000
19666,	 -0.000693
19668,	 0.000000
19670,	 -0.000346
19672,	 -0.000173
19674,	 -0.000693
19676,	 -0.000173
19678,	 -0.000173
19680,	 -0.000520
19682,	 -0.001040
19684,	 0.000000
19686,	 -0.000693
19688,	 -0.000520
19690,	 -0.000520
19692,	 0.000000
19694,	 -0.000866
19696,	 -0.000173
19698,	 -0.000693
19700,	 0.000173
19702,	 -0.000693
19704,	 0.000000
19706,	 -0.001040
19708,	 0.000173
19710,	 -0.000173
19712,	 -0.000173
19714,	 -0.001040
19716,	 0.000000
19718,	 -0.000173
19720,	 -0.000346
19722,	 -0.000693
19724,	 -0.000520
19726,	 -0.000520
19728,	 0.000000
19730,	 -0.000520
19732,	 0.000000
19734,	 -0.000346
19736,	 0.000000
19738,	 -0.000693
19740,	 0.000346
19742,	 -0.000520
19744,	 -0.000520
19746,	 -0.001213
19748,	 0.000346
19750,	 0.000000
19752,	 -0.000520
19754,	 -0.000520
19756,	 0.000173
19758,	 -0.000346
19760,	 0.000000
19762,	 -0.000346
19764,	 0.000173
19766,	 -0.000693
19768,	 -0.000346
19770,	 -0.000693
19772,	 0.000000
19774,	 -0.000173
19776,	 0.000000
19778,	 -0.000346
19780,	 -0.000346
19782,	 -0.000520
19784,	 -0.000520
19786,	 -0.000693
19788,	 -0.000346
19790,	 -0.000346
19792,	 0.000000
19794,	 -0.000693
19796,	 -0.000346
19798,	 -0.000346
19800,	 -0.000520
19802,	 -0.000346
19804,	 0.000000
19806,	 -0.000520
19808,	 -0.000693
19810,	 0.000000
19812,	 -0.000346
19814,	 -0.000866
19816,	 -0.000346
19818,	 -0.000346
19820,	 0.000000
19822,	 0.000000
19824,	 -0.000346
19826,	 -0.000693
19828,	 -0.000173
19830,	 -0.000173
19832,	 0.000173
19834,	 -0.000520
19836,	 -0.000346
19838,	 -0.000173
19840,	 -0.000346
19842,	 -0.000346
19844,	 -0.000346
19846,	 -0.000346
19848,	 -0.000346
19850,	 -0.000693
19852,	 -0.000346
19854,	 0.000000
19856,	 0.000000
19858,	 -0.000520
19860,	 0.000000
19862,	 -0.000866
19864,	 -0.000693
19866,	 -0.000173
19868,	 0.000000
19870,	 -0.000346
19872,	 -0.000693
19874,	 -0.000693
19876,	 0.000000
19878,	 -0.000346
19880,	 -0.000693
19882,	 -0.000693
19884,	 0.000000
19886,	 0.000000
19888,	 -0.000346
19890,	 -0.000520
19892,	 -0.000173
19894,	 -0.000520
19896,	 -0.000346
19898,	 -0.000693
19900,	 0.000173
19902,	 -0.000520
19904,	 -0.000346
19906,	 -0.000346
19908,	 0.000173
19910,	 -0.000520
19912,	 -0.000693
19914,	 -0.000346
19916,	 0.000346
19918,	 -0.000346
19920,	 -0.000173
19922,	 -0.000866
19924,	 0.000173
19926,	 0.000000
19928,	 -0.000693
19930,	 -0.000693
19932,	 0.000173
19934,	 -0.000346
19936,	 -0.000173
19938,	 -0.000693
19940,	 -0.000693
19942,	 -0.000520
19944,	 0.000346
19946,	 -0.000693
19948,	 -0.000346
19950,	 -0.000693
19952,	 -0.000346
19954,	 -0.000173
19956,	 0.000000
19958,	 -0.000173
19960,	 -0.000693
19962,	 -0.000693
19964,	 0.000173
19966,	 0.000000
19968,	 0.000000
19970,	 -0.000346
19972,	 -0.000346
19974,	 -0.000346
19976,	 -0.000346
19978,	 -0.000693
19980,	 -0.000520
19982,	 0.000000
19984,	 -0.000693
19986,	 -0.000693
19988,	 -0.000173
19990,	 0.000000
19992,	 -0.000866
19994,	 -0.000173
19996,	 -0.000173
19998,	 -0.000693
20000,	 -0.000346
20002,	 -0.000693
20004,	 -0.000346
20006,	 -0.000346
20008,	 0.000000
20010,	 -0.000346
20012,	 0.000000
20014,	 -0.000346
20016,	 -0.001040
20018,	 -0.000346
20020,	 -0.000346
20022,	 -0.000346
20024,	 -0.000520
20026,	 -0.000346
20028,	 -0.000346
20030,	 -0.000693
20032,	 -0.000866
20034,	 -0.001559
20036,	 -0.001213
20038,	 -0.001213
20040,	 -0.001906
20042,	 -0.002079
20044,	 -0.002599
20046,	 -0.002773
20048,	 -0.002599
20050,	 -0.003639
20052,	 -0.004159
20054,	 -0.004332
20056,	 -0.004332
20058,	 -0.004332
20060,	 -0.004679
20062,	 -0.004505
20064,	 -0.005199
20066,	 -0.005546
20068,	 -0.005372
20070,	 -0.005199
20072,	 -0.005025
20074,	 -0.005719
20076,	 -0.005546
20078,	 -0.005719
20080,	 -0.006412
20082,	 -0.006238
20084,	 -0.005719
20086,	 -0.006585
20088,	 -0.006065
20090,	 -0.005892
20092,	 -0.006065
20094,	 -0.006412
20096,	 -0.006412
20098,	 -0.006759
20100,	 -0.006759
20102,	 -0.006759
20104,	 -0.006585
20106,	 -0.006759
20108,	 -0.006065
20110,	 -0.007105
20112,	 -0.006585
20114,	 -0.007105
20116,	 -0.006065
20118,	 -0.007105
20120,	 -0.006932
20122,	 -0.006932
20124,	 -0.006585
20126,	 -0.006759
20128,	 -0.007279
20130,	 -0.007625
20132,	 -0.006238
20134,	 -0.007279
20136,	 -0.006932
20138,	 -0.007451
20140,	 -0.006759
20142,	 -0.006759
20144,	 -0.006932
20146,	 -0.007451
20148,	 -0.006932
20150,	 -0.007279
20152,	 -0.006932
20154,	 -0.006585
20156,	 -0.006932
20158,	 -0.007279
20160,	 -0.006932
20162,	 -0.007798
20164,	 -0.007625
20166,	 -0.007279
20168,	 -0.007625
20170,	 -0.008318
20172,	 -0.007451
20174,	 -0.006759
20176,	 -0.006932
20178,	 -0.007451
20180,	 -0.006759
20182,	 -0.007625
20184,	 -0.007451
20186,	 -0.008145
20188,	 -0.006932
20190,	 -0.007451
20192,	 -0.007451
20194,	 -0.007451
20196,	 -0.007105
20198,	 -0.007279
20200,	 -0.006932
20202,	 -0.007105
20204,	 -0.006585
20206,	 -0.006759
20208,	 -0.007279
20210,	 -0.007625
20212,	 -0.006932
20214,	 -0.007451
20216,	 -0.007798
20218,	 -0.007451
20220,	 -0.007451
20222,	 -0.007625
20224,	 -0.007625
20226,	 -0.007798
20228,	 -0.007105
20230,	 -0.007105
20232,	 -0.007625
20234,	 -0.007798
20236,	 -0.006759
20238,	 -0.006932
20240,	 -0.007625
20242,	 -0.007105
20244,	 -0.006585
20246,	 -0.006932
20248,	 -0.007625
20250,	 -0.007451
20252,	 -0.007279
20254,	 -0.007279
20256,	 -0.007798
20258,	 -0.007798
20260,	 -0.007279
20262,	 -0.007625
20264,	 -0.007105
20266,	 -0.007105
20268,	 -0.006932
20270,	 -0.007105
20272,	 -0.007279
20274,	 -0.007625
20276,	 -0.007279
20278,	 -0.007625
20280,	 -0.007625
20282,	 -0.007451
20284,	 -0.007105
20286,	 -0.007279
20288,	 -0.007279
20290,	 -0.007798
20292,	 -0.006585
20294,	 -0.007451
20296,	 -0.007451
20298,	 -0.007625
20300,	 -0.006932
20302,	 -0.007625
20304,	 -0.007625
20306,	 -0.007798
20308,	 -0.007279
20310,	 -0.007972
20312,	 -0.007279
20314,	 -0.007451
20316,	 -0.007279
20318,	 -0.007451
20320,	 -0.007625
20322,	 -0.008145
20324,	 -0.007279
20326,	 -0.007798
20328,	 -0.007451
20330,	 -0.007279
20332,	 -0.007279
20334,	 -0.007105
20336,	 -0.006759
20338,	 -0.007279
20340,	 -0.006412
20342,	 -0.007625
20344,	 -0.007279
20346,	 -0.007279
20348,	 -0.006585
20350,	 -0.007105
20352,	 -0.007279
20354,	 -0.007451
20356,	 -0.006932
20358,	 -0.007625
20360,	 -0.007625
20362,	 -0.007798
20364,	 -0.007279
20366,	 -0.007972
20368,	 -0.007279
20370,	 -0.007451
20372,	 -0.007451
20374,	 -0.007625
20376,	 -0.007279
20378,	 -0.007625
20380,	 -0.007279
20382,	 -0.007105
20384,	 -0.007105
20386,	 -0.007105
20388,	 -0.006759
20390,	 -0.007625
20392,	 -0.006932
20394,	 -0.007105
20396,	 -0.006932
20398,	 -0.007105
20400,	 -0.006759
20402,	 -0.007451
20404,	 -0.006759
20406,	 -0.007279
20408,	 -0.007279
20410,	 -0.007105
20412,	 -0.006932
20414,	 -0.007279
20416,	 -0.007105
20418,	 -0.007798
20420,	 -0.006932
20422,	 -0.007972
20424,	 -0.007105
20426,	 -0.006759
20428,	 -0.007105
20430,	 -0.007279
20432,	 -0.007105
20434,	 -0.007105
20436,	 -0.006932
20438,	 -0.007279
20440,	 -0.007451
20442,	 -0.007625
20444,	 -0.006585
20446,	 -0.006759
20448,	 -0.006932
20450,	 -0.007105
20452,	 -0.006932
20454,	 -0.006932
20456,	 -0.006932
20458,	 -0.006759
20460,	 -0.006932
20462,	 -0.006932
20464,	 -0.007279
20466,	 -0.007625
20468,	 -0.007279
20470,	 -0.007972
20472,	 -0.007105
20474,	 -0.007625
20476,	 -0.007279
20478,	 -0.007279
20480,	 -0.007451
20482,	 -0.007105
20484,	 -0.007279
20486,	 -0.007625
20488,	 -0.007279
20490,	 -0.007451
20492,	 -0.006759
20494,	 -0.007105
20496,	 -0.007105
20498,	 -0.007451
20500,	 -0.006759
20502,	 -0.007625
20504,	 -0.007451
20506,	 -0.007451
20508,	 -0.007451
20510,	 -0.007105
20512,	 -0.007279
20514,	 -0.007972
20516,	 -0.007105
20518,	 -0.007279
20520,	 -0.007279
20522,	 -0.007451
20524,	 -0.007279
20526,	 -0.007279
20528,	 -0.007451
20530,	 -0.007451
20532,	 -0.007105
20534,	 -0.007279
20536,	 -0.007105
20538,	 -0.007105
20540,	 -0.007105
20542,	 -0.006932
20544,	 -0.007105
20546,	 -0.007451
20548,	 -0.006932
20550,	 -0.007105
20552,	 -0.007451
20554,	 -0.007451
20556,	 -0.007451
20558,	 -0.006759
20560,	 -0.006932
20562,	 -0.007451
20564,	 -0.006932
20566,	 -0.007105
20568,	 -0.007625
20570,	 -0.007105
20572,	 -0.006759
20574,	 -0.007105
20576,	 -0.007105
20578,	 -0.007451
20580,	 -0.006759
20582,	 -0.007105
20584,	 -0.006932
20586,	 -0.007279
20588,	 -0.006932
20590,	 -0.006932
20592,	 -0.007105
20594,	 -0.007625
20596,	 -0.007105
20598,	 -0.007451
20600,	 -0.007279
20602,	 -0.007451
20604,	 -0.006932
20606,	 -0.006759
20608,	 -0.007279
20610,	 -0.007451
20612,	 -0.007105
20614,	 -0.007625
20616,	 -0.007451
20618,	 -0.007625
20620,	 -0.007451
20622,	 -0.006759
20624,	 -0.006759
20626,	 -0.007798
20628,	 -0.007105
20630,	 -0.007972
20632,	 -0.007279
20634,	 -0.007451
20636,	 -0.007451
20638,	 -0.007451
20640,	 -0.007451
20642,	 -0.007625
20644,	 -0.006932
20646,	 -0.007105
20648,	 -0.007279
20650,	 -0.007279
20652,	 -0.007105
20654,	 -0.007279
20656,	 -0.006932
20658,	 -0.007279
20660,	 -0.006932
20662,	 -0.007451
20664,	 -0.007279
20666,	 -0.007451
20668,	 -0.006759
20670,	 -0.007105
20672,	 -0.006759
20674,	 -0.007451
20676,	 -0.006759
20678,	 -0.007279
20680,	 -0.006932
20682,	 -0.007625
20684,	 -0.007451
20686,	 -0.007105
20688,	 -0.007105
20690,	 -0.007451
20692,	 -0.006759
20694,	 -0.007625
20696,	 -0.007279
20698,	 -0.007105
20700,	 -0.006932
20702,	 -0.007451
20704,	 -0.006932
20706,	 -0.007625
20708,	 -0.007105
20710,	 -0.007279
20712,	 -0.007279
20714,	 -0.007279
20716,	 -0.007105
20718,	 -0.007451
20720,	 -0.007105
20722,	 -0.007451
20724,	 -0.006759
20726,	 -0.007451
20728,	 -0.006932
20730,	 -0.007105
20732,	 -0.007279
20734,	 -0.007105
20736,	 -0.006932
20738,	 -0.007625
20740,	 -0.006759
20742,	 -0.007279
20744,	 -0.006932
20746,	 -0.007451
20748,	 -0.006759
20750,	 -0.007279
20752,	 -0.007279
20754,	 -0.007451
20756,	 -0.006585
20758,	 -0.007279
20760,	 -0.007279
20762,	 -0.007279
20764,	 -0.006932
20766,	 -0.007105
20768,	 -0.007625
20770,	 -0.007798
20772,	 -0.007105
20774,	 -0.007451
20776,	 -0.007105
20778,	 -0.007279
20780,	 -0.006759
20782,	 -0.007625
20784,	 -0.006759
20786,	 -0.007451
20788,	 -0.007279
20790,	 -0.007625
20792,	 -0.007279
20794,	 -0.007798
20796,	 -0.006932
20798,	 -0.006932
20800,	 -0.007105
20802,	 -0.007625
20804,	 -0.006932
20806,	 -0.007279
20808,	 -0.007279
20810,	 -0.007625
20812,	 -0.007279
20814,	 -0.007625
20816,	 -0.007625
20818,	 -0.007625
20820,	 -0.006932
20822,	 -0.007279
20824,	 -0.007625
20826,	 -0.007451
20828,	 -0.006585
20830,	 -0.006759
20832,	 -0.007105
20834,	 -0.006759
20836,	 -0.006585
20838,	 -0.007279
20840,	 -0.006932
20842,	 -0.007451
20844,	 -0.006932
20846,	 -0.006932
20848,	 -0.007279
20850,	 -0.007105
20852,	 -0.006932
20854,	 -0.007279
20856,	 -0.007451
20858,	 -0.007625
20860,	 -0.007279
20862,	 -0.007625
20864,	 -0.007625
20866,	 -0.007972
20868,	 -0.007279
20870,	 -0.007625
20872,	 -0.007798
20874,	 -0.007625
20876,	 -0.006585
20878,	 -0.007451
20880,	 -0.007625
20882,	 -0.007105
20884,	 -0.006932
20886,	 -0.006932
20888,	 -0.006932
20890,	 -0.007451
20892,	 -0.006932
20894,	 -0.007279
20896,	 -0.007279
20898,	 -0.007625
20900,	 -0.007105
20902,	 -0.007625
20904,	 -0.007451
20906,	 -0.007451
20908,	 -0.007451
20910,	 -0.007451
20912,	 -0.007625
20914,	 -0.007451
20916,	 -0.007105
20918,	 -0.007625
20920,	 -0.007451
20922,	 -0.007105
20924,	 -0.006759
20926,	 -0.007279
20928,	 -0.007105
20930,	 -0.007279
20932,	 -0.006759
20934,	 -0.007105
20936,	 -0.007279
20938,	 -0.007279
20940,	 -0.007279
20942,	 -0.006759
20944,	 -0.006759
20946,	 -0.007279
20948,	 -0.006932
20950,	 -0.007105
20952,	 -0.007279
20954,	 -0.007625
20956,	 -0.006932
20958,	 -0.006932
20960,	 -0.007279
20962,	 -0.007279
20964,	 -0.006932
20966,	 -0.007279
20968,	 -0.007625
20970,	 -0.007279
20972,	 -0.006585
20974,	 -0.006759
20976,	 -0.007279
20978,	 -0.007451
20980,	 -0.006412
20982,	 -0.007279
20984,	 -0.007451
20986,	 -0.007105
