time [nanoSec],	 voltage[mV] 
34794,	 -0.000346
34796,	 -0.000346
34798,	 -0.000346
34800,	 -0.000520
34802,	 -0.000866
34804,	 -0.000520
34806,	 -0.000346
34808,	 -0.000346
34810,	 0.000000
34812,	 0.000000
34814,	 -0.000866
34816,	 -0.000346
34818,	 0.000000
34820,	 -0.000173
34822,	 -0.000346
34824,	 -0.000520
34826,	 -0.000693
34828,	 0.000000
34830,	 -0.000173
34832,	 -0.000520
34834,	 -0.000346
34836,	 -0.000346
34838,	 -0.000346
34840,	 -0.000520
34842,	 -0.000173
34844,	 0.000000
34846,	 -0.000520
34848,	 -0.000520
34850,	 -0.000520
34852,	 -0.000346
34854,	 -0.000346
34856,	 -0.000346
34858,	 -0.000520
34860,	 -0.000173
34862,	 0.000000
34864,	 -0.000520
34866,	 -0.000520
34868,	 -0.000866
34870,	 -0.000173
34872,	 0.000000
34874,	 -0.000866
34876,	 -0.000346
34878,	 -0.000520
34880,	 -0.000173
34882,	 -0.000520
34884,	 -0.000346
34886,	 -0.000346
34888,	 -0.000693
34890,	 -0.000346
34892,	 0.000173
34894,	 -0.000173
34896,	 -0.000173
34898,	 -0.000866
34900,	 -0.000346
34902,	 -0.000520
34904,	 -0.000520
34906,	 -0.000173
34908,	 -0.000346
34910,	 -0.000346
34912,	 -0.000346
34914,	 -0.000693
34916,	 -0.000346
34918,	 -0.001040
34920,	 -0.000346
34922,	 0.000000
34924,	 -0.000346
34926,	 -0.000520
34928,	 -0.000346
34930,	 -0.000520
34932,	 -0.000693
34934,	 0.000000
34936,	 -0.000866
34938,	 -0.000693
34940,	 0.000173
34942,	 -0.000346
34944,	 -0.000520
34946,	 -0.000693
34948,	 -0.000346
34950,	 -0.000346
34952,	 -0.000693
34954,	 -0.000866
34956,	 0.000173
34958,	 -0.000173
34960,	 -0.000346
34962,	 -0.000346
34964,	 -0.000173
34966,	 -0.000693
34968,	 0.000000
34970,	 -0.000346
34972,	 -0.000866
34974,	 0.000173
34976,	 0.000173
34978,	 -0.000693
34980,	 0.000000
34982,	 -0.000866
34984,	 -0.000173
34986,	 -0.000693
34988,	 0.000000
34990,	 -0.000173
34992,	 -0.000693
34994,	 0.000000
34996,	 -0.000346
34998,	 -0.000346
35000,	 -0.000346
35002,	 -0.000520
35004,	 0.000000
35006,	 -0.000346
35008,	 -0.000173
35010,	 -0.001213
35012,	 -0.000346
35014,	 -0.000693
35016,	 -0.000346
35018,	 -0.000346
35020,	 0.000000
35022,	 -0.000693
35024,	 -0.000693
35026,	 -0.000693
35028,	 -0.000173
35030,	 -0.000866
35032,	 -0.000520
35034,	 -0.000346
35036,	 0.000000
35038,	 -0.000520
35040,	 -0.000520
35042,	 -0.000520
35044,	 -0.000346
35046,	 -0.000693
35048,	 -0.000693
35050,	 -0.000693
35052,	 0.000000
35054,	 -0.000346
35056,	 -0.001040
35058,	 -0.000173
35060,	 -0.000173
35062,	 -0.000520
35064,	 -0.000173
35066,	 -0.000693
35068,	 -0.000520
35070,	 0.000000
35072,	 -0.000346
35074,	 -0.000346
35076,	 0.000173
35078,	 -0.000520
35080,	 -0.000346
35082,	 -0.000346
35084,	 0.000000
35086,	 -0.000520
35088,	 -0.000520
35090,	 -0.001040
35092,	 0.000346
35094,	 -0.000520
35096,	 -0.000693
35098,	 -0.000520
35100,	 0.000000
35102,	 -0.000346
35104,	 -0.000346
35106,	 -0.000693
35108,	 0.000173
35110,	 -0.000346
35112,	 0.000000
35114,	 -0.000346
35116,	 -0.000346
35118,	 -0.000346
35120,	 -0.000346
35122,	 -0.000693
35124,	 -0.000173
35126,	 0.000000
35128,	 0.000000
35130,	 -0.000693
35132,	 -0.000346
35134,	 -0.000346
35136,	 -0.000520
35138,	 -0.000346
35140,	 -0.000346
35142,	 -0.000346
35144,	 -0.000520
35146,	 -0.000173
35148,	 0.000173
35150,	 -0.000346
35152,	 -0.000693
35154,	 -0.000346
35156,	 0.000000
35158,	 -0.000173
35160,	 -0.000693
35162,	 -0.000173
35164,	 0.000000
35166,	 0.000000
35168,	 -0.000520
35170,	 -0.000866
35172,	 -0.000173
35174,	 -0.000693
35176,	 -0.000173
35178,	 -0.000520
35180,	 -0.000346
35182,	 -0.000346
35184,	 -0.000346
35186,	 -0.000520
35188,	 0.000520
35190,	 -0.000520
35192,	 -0.000693
35194,	 -0.000346
35196,	 -0.000693
35198,	 0.000000
35200,	 -0.000173
35202,	 -0.000693
35204,	 -0.000693
35206,	 0.000000
35208,	 -0.000346
35210,	 -0.000346
35212,	 0.000000
35214,	 -0.000346
35216,	 -0.000346
35218,	 -0.000346
35220,	 -0.000520
35222,	 -0.000346
35224,	 -0.000520
35226,	 -0.000346
35228,	 -0.000173
35230,	 -0.000346
35232,	 -0.000693
35234,	 -0.000346
35236,	 0.000000
35238,	 -0.000173
35240,	 -0.000520
35242,	 -0.000346
35244,	 -0.000346
35246,	 -0.000520
35248,	 -0.000693
35250,	 -0.000173
35252,	 0.000173
35254,	 -0.000346
35256,	 -0.000693
35258,	 0.000000
35260,	 -0.000346
35262,	 -0.000173
35264,	 0.000000
35266,	 -0.001040
35268,	 0.000000
35270,	 -0.000520
35272,	 -0.000346
35274,	 -0.000693
35276,	 -0.000173
35278,	 -0.000520
35280,	 -0.000173
35282,	 -0.000520
35284,	 -0.000346
35286,	 -0.000520
35288,	 -0.000173
35290,	 -0.000346
35292,	 -0.000693
35294,	 -0.000346
35296,	 -0.000173
35298,	 -0.000693
35300,	 -0.000346
35302,	 -0.000346
35304,	 -0.000346
35306,	 -0.000520
35308,	 -0.000173
35310,	 0.000000
35312,	 -0.000173
35314,	 -0.000520
35316,	 0.000000
35318,	 -0.000520
35320,	 -0.000693
35322,	 -0.000693
35324,	 -0.000346
35326,	 -0.000173
35328,	 -0.000346
35330,	 0.000000
35332,	 -0.000520
35334,	 -0.000693
35336,	 -0.000693
35338,	 0.000000
35340,	 -0.000173
35342,	 -0.000173
35344,	 -0.000173
35346,	 -0.000693
35348,	 -0.000173
35350,	 -0.000173
35352,	 -0.000173
35354,	 -0.000866
35356,	 0.000000
35358,	 0.000173
35360,	 -0.000520
35362,	 -0.000520
35364,	 -0.000346
35366,	 -0.000173
35368,	 -0.000346
35370,	 -0.000520
35372,	 0.000173
35374,	 -0.000346
35376,	 -0.000173
35378,	 -0.000520
35380,	 0.000000
35382,	 -0.000173
35384,	 -0.000693
35386,	 -0.000520
35388,	 -0.000693
35390,	 0.000000
35392,	 -0.000173
35394,	 -0.001040
35396,	 0.000000
35398,	 -0.000693
35400,	 -0.000346
35402,	 0.000000
35404,	 0.000173
35406,	 -0.000346
35408,	 -0.000693
35410,	 -0.000173
35412,	 0.000000
35414,	 -0.000520
35416,	 -0.000346
35418,	 -0.000866
35420,	 -0.000693
35422,	 0.000000
35424,	 -0.000173
35426,	 -0.001040
35428,	 0.000000
35430,	 0.000000
35432,	 -0.000346
35434,	 -0.000346
35436,	 0.000000
35438,	 -0.000346
35440,	 -0.000346
35442,	 -0.001040
35444,	 -0.000173
35446,	 -0.000346
35448,	 -0.000346
35450,	 -0.000346
35452,	 -0.000346
35454,	 -0.000346
35456,	 0.000000
35458,	 -0.000693
35460,	 0.000000
35462,	 -0.000346
35464,	 -0.000520
35466,	 -0.000173
35468,	 0.000000
35470,	 -0.000346
35472,	 -0.000520
35474,	 -0.000866
35476,	 0.000000
35478,	 -0.000693
35480,	 -0.000346
35482,	 -0.001040
35484,	 0.000000
35486,	 0.000173
35488,	 -0.000346
35490,	 -0.000346
35492,	 -0.000346
35494,	 -0.000693
35496,	 0.000173
35498,	 -0.000693
35500,	 0.000000
35502,	 -0.000346
35504,	 -0.000693
35506,	 -0.000346
35508,	 0.000173
35510,	 -0.000520
35512,	 -0.000346
35514,	 -0.000693
35516,	 -0.000346
35518,	 -0.000346
35520,	 0.000000
35522,	 0.000000
35524,	 -0.000520
35526,	 -0.000693
35528,	 -0.000346
35530,	 -0.000173
35532,	 0.000173
35534,	 -0.000173
35536,	 -0.000866
35538,	 -0.000693
35540,	 0.000173
35542,	 -0.000346
35544,	 -0.000693
35546,	 -0.000173
35548,	 0.000000
35550,	 -0.000520
35552,	 -0.000346
35554,	 -0.001040
35556,	 -0.000346
35558,	 -0.000346
35560,	 -0.000520
35562,	 -0.000346
35564,	 -0.000173
35566,	 -0.000346
35568,	 -0.000866
35570,	 -0.000520
35572,	 0.000173
35574,	 -0.000520
35576,	 -0.000346
35578,	 -0.000693
35580,	 -0.000173
35582,	 0.000000
35584,	 -0.000173
35586,	 -0.000866
35588,	 -0.000520
35590,	 -0.000173
35592,	 -0.000520
35594,	 -0.000346
35596,	 -0.000520
35598,	 -0.000346
35600,	 0.000000
35602,	 -0.000346
35604,	 0.000000
35606,	 -0.000346
35608,	 -0.000520
35610,	 -0.000346
35612,	 -0.000346
35614,	 -0.000346
35616,	 0.000000
35618,	 -0.000173
35620,	 -0.000173
35622,	 -0.000346
35624,	 -0.000520
35626,	 -0.000693
35628,	 -0.000173
35630,	 -0.000346
35632,	 -0.000346
35634,	 -0.000520
35636,	 -0.000173
35638,	 -0.000173
35640,	 -0.000693
35642,	 -0.000693
35644,	 -0.000173
35646,	 -0.000346
35648,	 -0.000346
35650,	 -0.000346
35652,	 -0.000346
35654,	 -0.000173
35656,	 -0.000173
35658,	 -0.000520
35660,	 -0.000346
35662,	 -0.000520
35664,	 -0.000520
35666,	 -0.000346
35668,	 -0.000346
35670,	 -0.000346
35672,	 -0.001213
35674,	 -0.000346
35676,	 0.000173
35678,	 0.000000
35680,	 -0.001040
35682,	 -0.001040
35684,	 0.000346
35686,	 -0.000693
35688,	 -0.000693
35690,	 0.000000
35692,	 -0.000346
35694,	 0.000000
35696,	 -0.000693
35698,	 -0.000173
35700,	 -0.000173
35702,	 -0.000173
35704,	 -0.000346
35706,	 -0.000520
35708,	 -0.000346
35710,	 -0.000346
35712,	 -0.000866
35714,	 -0.000173
35716,	 -0.000173
35718,	 -0.000520
35720,	 -0.000520
35722,	 -0.000693
35724,	 0.000000
35726,	 0.000000
35728,	 -0.000693
35730,	 -0.000520
35732,	 0.000000
35734,	 -0.000693
35736,	 -0.000346
35738,	 -0.000173
35740,	 0.000173
35742,	 -0.000520
35744,	 -0.000346
35746,	 -0.000520
35748,	 -0.000173
35750,	 0.000000
35752,	 -0.000520
35754,	 -0.000693
35756,	 -0.000520
35758,	 -0.000346
35760,	 -0.000520
35762,	 -0.000693
35764,	 -0.000520
35766,	 -0.000346
35768,	 -0.000520
35770,	 0.000000
35772,	 -0.000173
35774,	 -0.000173
35776,	 -0.000693
35778,	 -0.000346
35780,	 -0.000173
35782,	 0.000000
35784,	 -0.000173
35786,	 -0.000346
35788,	 -0.000346
35790,	 0.000000
35792,	 -0.000173
35794,	 -0.000693
35796,	 0.000000
35798,	 -0.000693
35800,	 -0.000866
35802,	 0.000000
35804,	 -0.000173
35806,	 -0.000173
35808,	 -0.000346
35810,	 -0.000173
35812,	 0.000173
35814,	 -0.001040
35816,	 -0.000346
35818,	 -0.000346
35820,	 0.000000
35822,	 -0.000693
35824,	 -0.000346
35826,	 -0.000346
35828,	 0.000000
35830,	 -0.000520
35832,	 -0.000346
35834,	 -0.000520
35836,	 -0.000346
35838,	 -0.000520
35840,	 -0.000346
35842,	 -0.000346
35844,	 0.000173
35846,	 -0.000693
35848,	 -0.000173
35850,	 -0.000693
35852,	 -0.000346
35854,	 0.000173
35856,	 -0.000346
35858,	 -0.000866
35860,	 -0.000346
35862,	 -0.000693
35864,	 -0.000173
35866,	 -0.000173
35868,	 -0.000520
35870,	 -0.000346
35872,	 -0.000693
35874,	 -0.000520
35876,	 0.000000
35878,	 -0.000866
35880,	 -0.000346
35882,	 -0.000173
35884,	 -0.000346
35886,	 -0.000346
35888,	 -0.000173
35890,	 -0.000693
35892,	 0.000000
35894,	 -0.000346
35896,	 -0.000866
35898,	 -0.000346
35900,	 0.000000
35902,	 -0.000346
35904,	 -0.000173
35906,	 -0.000346
35908,	 -0.000346
35910,	 -0.000520
35912,	 0.000000
35914,	 -0.000520
35916,	 0.000000
35918,	 -0.000346
35920,	 -0.000346
35922,	 -0.000866
35924,	 0.000346
35926,	 -0.000346
35928,	 -0.000173
35930,	 -0.000693
35932,	 0.000173
35934,	 0.000000
35936,	 -0.000346
35938,	 -0.000866
35940,	 0.000000
35942,	 -0.000520
35944,	 -0.000346
35946,	 -0.000520
35948,	 -0.000346
35950,	 -0.000173
35952,	 -0.000346
35954,	 -0.000693
35956,	 -0.000173
35958,	 -0.000346
35960,	 -0.000346
35962,	 -0.000520
35964,	 -0.000346
35966,	 -0.000346
35968,	 0.000000
35970,	 -0.000693
35972,	 -0.000346
35974,	 -0.000693
35976,	 -0.000173
35978,	 -0.000346
35980,	 0.000000
35982,	 -0.000520
35984,	 -0.000346
35986,	 -0.000346
35988,	 -0.000346
35990,	 -0.000346
35992,	 -0.000346
35994,	 0.000000
35996,	 -0.000346
35998,	 -0.000346
36000,	 0.000000
36002,	 -0.000346
36004,	 0.000000
36006,	 -0.000520
36008,	 -0.000346
36010,	 -0.000173
36012,	 0.000000
36014,	 -0.000520
36016,	 -0.000520
36018,	 -0.000520
36020,	 -0.000346
36022,	 -0.000520
36024,	 -0.000173
36026,	 -0.000346
36028,	 0.000000
36030,	 0.000000
36032,	 -0.000173
36034,	 -0.000693
36036,	 -0.000520
36038,	 -0.000693
36040,	 -0.000346
36042,	 -0.000346
36044,	 -0.000346
36046,	 -0.000693
36048,	 -0.000346
36050,	 -0.000346
36052,	 0.000520
36054,	 0.000000
36056,	 -0.000520
36058,	 -0.000520
36060,	 -0.000346
36062,	 -0.000520
36064,	 0.000000
36066,	 -0.000346
36068,	 -0.000173
36070,	 -0.000346
36072,	 -0.000173
36074,	 0.000000
36076,	 -0.000173
36078,	 -0.000346
36080,	 -0.000346
36082,	 -0.000693
36084,	 0.000000
36086,	 -0.000520
36088,	 -0.000346
36090,	 -0.000346
36092,	 -0.000520
36094,	 -0.000346
36096,	 -0.000173
36098,	 -0.000866
36100,	 0.000173
36102,	 -0.000346
36104,	 -0.000346
36106,	 -0.000520
36108,	 -0.000520
36110,	 -0.000346
36112,	 -0.000346
36114,	 -0.000866
36116,	 -0.000520
36118,	 -0.000346
36120,	 -0.000346
36122,	 -0.000173
36124,	 0.000346
36126,	 0.000000
36128,	 -0.000346
36130,	 -0.000346
36132,	 -0.000693
36134,	 -0.000173
36136,	 0.000000
36138,	 -0.000346
36140,	 0.000000
36142,	 -0.000346
36144,	 -0.000866
36146,	 -0.000520
36148,	 0.000000
36150,	 -0.000520
36152,	 -0.000866
36154,	 -0.000346
36156,	 0.000000
36158,	 0.000173
36160,	 0.000173
36162,	 -0.000693
36164,	 0.000000
36166,	 -0.000173
36168,	 -0.000693
36170,	 -0.000346
36172,	 0.000000
36174,	 -0.000346
36176,	 -0.000346
36178,	 -0.000346
36180,	 0.000000
36182,	 -0.000520
36184,	 -0.000346
36186,	 -0.000346
36188,	 -0.000173
36190,	 -0.000173
36192,	 -0.000346
36194,	 -0.000346
36196,	 0.000000
36198,	 -0.000346
36200,	 -0.000693
36202,	 0.000173
36204,	 0.000000
36206,	 -0.000693
36208,	 -0.000346
36210,	 -0.000346
36212,	 0.000000
36214,	 -0.000520
36216,	 -0.000693
36218,	 -0.000520
36220,	 0.000173
36222,	 0.000000
36224,	 -0.000520
36226,	 -0.000346
36228,	 -0.000346
36230,	 -0.000346
36232,	 -0.000346
36234,	 -0.000520
36236,	 -0.000693
36238,	 -0.000346
36240,	 -0.000173
36242,	 -0.000520
36244,	 -0.000173
36246,	 -0.000693
36248,	 -0.000520
36250,	 -0.000693
36252,	 -0.000346
36254,	 0.000173
36256,	 -0.000693
36258,	 -0.000693
36260,	 0.000173
36262,	 -0.000346
36264,	 -0.000520
36266,	 -0.000693
36268,	 -0.000346
36270,	 -0.000173
36272,	 0.000173
36274,	 -0.000520
36276,	 -0.000346
36278,	 -0.000520
36280,	 -0.000346
36282,	 0.000000
36284,	 0.000173
36286,	 -0.000693
36288,	 -0.000173
36290,	 -0.000866
36292,	 0.000000
36294,	 -0.000346
36296,	 0.000000
36298,	 0.000173
36300,	 -0.000173
36302,	 -0.000173
36304,	 -0.000346
36306,	 -0.000346
36308,	 0.000000
36310,	 -0.000346
36312,	 -0.000346
36314,	 -0.000520
36316,	 -0.000346
36318,	 -0.000173
36320,	 -0.000173
36322,	 -0.000520
36324,	 -0.000346
36326,	 -0.000346
36328,	 0.000000
36330,	 -0.000520
36332,	 0.000000
36334,	 0.000000
36336,	 -0.000693
36338,	 -0.000693
36340,	 0.000000
36342,	 -0.000520
36344,	 -0.000520
36346,	 -0.000346
36348,	 0.000520
36350,	 0.000000
36352,	 -0.000346
36354,	 -0.000866
36356,	 0.000000
36358,	 -0.000693
36360,	 -0.000346
36362,	 -0.000346
36364,	 0.000000
36366,	 -0.000346
36368,	 -0.000346
36370,	 -0.000866
36372,	 0.000000
36374,	 -0.000693
36376,	 -0.000693
36378,	 -0.000346
36380,	 0.000000
36382,	 0.000173
36384,	 -0.000346
36386,	 -0.000173
36388,	 -0.000346
36390,	 -0.000693
36392,	 -0.000520
36394,	 -0.000346
36396,	 0.000000
36398,	 -0.000346
36400,	 -0.000346
36402,	 -0.000173
36404,	 -0.000346
36406,	 -0.000693
36408,	 -0.000346
36410,	 -0.000520
36412,	 0.000000
36414,	 0.000173
36416,	 -0.000866
36418,	 -0.000520
36420,	 0.000000
36422,	 -0.000346
36424,	 -0.000346
36426,	 -0.000693
36428,	 0.000000
36430,	 0.000000
36432,	 -0.000346
36434,	 -0.000693
36436,	 -0.000520
36438,	 -0.000346
36440,	 -0.000693
36442,	 -0.000346
36444,	 0.000000
36446,	 -0.000346
36448,	 0.000520
36450,	 -0.000693
36452,	 -0.000173
36454,	 -0.000346
36456,	 -0.000346
36458,	 -0.000346
36460,	 -0.000173
36462,	 -0.000520
36464,	 -0.000693
36466,	 -0.000346
36468,	 -0.000346
36470,	 -0.000693
36472,	 -0.000173
36474,	 -0.000866
36476,	 0.000000
36478,	 0.000000
36480,	 -0.000866
36482,	 0.000000
36484,	 0.000000
36486,	 -0.000693
36488,	 -0.000173
36490,	 -0.000346
36492,	 -0.000693
36494,	 0.000000
36496,	 -0.000520
36498,	 -0.001040
36500,	 0.000173
36502,	 -0.000693
36504,	 0.000000
36506,	 -0.000346
36508,	 -0.000173
36510,	 0.000000
36512,	 -0.000346
36514,	 -0.000520
36516,	 -0.000346
36518,	 -0.000866
36520,	 -0.000346
36522,	 -0.000520
36524,	 0.000346
36526,	 -0.000693
36528,	 -0.000346
36530,	 -0.001040
36532,	 0.000173
36534,	 -0.000346
36536,	 -0.000346
36538,	 -0.000346
36540,	 0.000000
36542,	 -0.000173
36544,	 -0.000346
36546,	 -0.000693
36548,	 -0.000173
36550,	 -0.000346
36552,	 -0.000346
36554,	 -0.000693
36556,	 0.000173
36558,	 -0.000520
36560,	 -0.000693
36562,	 -0.000346
36564,	 0.000173
36566,	 -0.000693
36568,	 -0.000346
36570,	 -0.000346
36572,	 0.000346
36574,	 0.000000
36576,	 -0.000346
36578,	 -0.000693
36580,	 -0.000346
36582,	 -0.000346
36584,	 -0.000346
36586,	 -0.000173
36588,	 -0.000173
36590,	 0.000000
36592,	 -0.000693
36594,	 -0.000693
36596,	 0.000173
36598,	 -0.000693
36600,	 -0.000173
36602,	 -0.000520
36604,	 0.000000
36606,	 -0.000346
36608,	 0.000000
36610,	 -0.000346
36612,	 -0.000520
36614,	 -0.000346
36616,	 -0.000346
36618,	 0.000000
36620,	 0.000000
36622,	 -0.000173
36624,	 -0.000693
36626,	 -0.000346
36628,	 0.000000
36630,	 -0.000693
36632,	 -0.000693
36634,	 -0.000173
36636,	 0.000000
36638,	 -0.000346
36640,	 -0.000346
36642,	 -0.000346
36644,	 -0.000173
36646,	 -0.000693
36648,	 0.000173
36650,	 -0.000866
36652,	 -0.000173
36654,	 -0.000346
36656,	 -0.000520
36658,	 -0.000693
36660,	 0.000000
36662,	 -0.000520
36664,	 -0.000866
36666,	 -0.000173
36668,	 -0.000173
36670,	 -0.000173
36672,	 -0.000520
36674,	 0.000000
36676,	 -0.000346
36678,	 -0.000346
36680,	 -0.000346
36682,	 0.000000
36684,	 0.000000
36686,	 -0.000173
36688,	 -0.000693
36690,	 -0.000693
36692,	 -0.000520
36694,	 0.000000
36696,	 -0.000346
36698,	 -0.000346
36700,	 0.000000
36702,	 -0.000346
36704,	 -0.000346
36706,	 -0.000866
36708,	 0.000000
36710,	 0.000000
36712,	 -0.000693
36714,	 -0.000346
36716,	 -0.000520
36718,	 -0.000173
36720,	 -0.000346
36722,	 0.000000
36724,	 -0.000173
36726,	 -0.000173
36728,	 -0.000520
36730,	 -0.000520
36732,	 0.000173
36734,	 0.000173
36736,	 -0.000520
36738,	 -0.000693
36740,	 -0.000173
36742,	 -0.000346
36744,	 -0.000346
36746,	 -0.000520
36748,	 0.000173
36750,	 -0.000173
36752,	 -0.001040
36754,	 -0.000520
36756,	 0.000173
36758,	 -0.000693
36760,	 -0.000173
36762,	 -0.000693
36764,	 -0.000173
36766,	 0.000000
36768,	 -0.000693
36770,	 -0.000693
36772,	 -0.000346
36774,	 -0.000173
36776,	 -0.000520
36778,	 -0.000520
36780,	 0.000000
36782,	 -0.000346
36784,	 -0.000346
36786,	 -0.000693
36788,	 0.000000
36790,	 -0.000346
36792,	 -0.000520
36794,	 0.000000
36796,	 -0.000173
36798,	 0.000000
36800,	 -0.000173
36802,	 -0.000693
36804,	 -0.000346
36806,	 -0.000693
36808,	 0.000000
36810,	 -0.000346
36812,	 -0.000173
36814,	 -0.000520
36816,	 -0.000520
36818,	 -0.000346
36820,	 0.000520
36822,	 -0.000866
36824,	 -0.000693
36826,	 0.000000
36828,	 0.000000
36830,	 -0.000520
36832,	 -0.000346
36834,	 -0.001040
36836,	 0.000000
36838,	 -0.000346
36840,	 -0.000173
36842,	 -0.000346
36844,	 0.000000
36846,	 0.000000
36848,	 -0.000520
36850,	 -0.000693
36852,	 -0.000173
36854,	 -0.000866
36856,	 -0.000693
36858,	 -0.000520
36860,	 -0.000346
36862,	 -0.000173
36864,	 0.000000
36866,	 -0.000693
36868,	 0.000173
36870,	 -0.000520
36872,	 -0.000693
36874,	 -0.000346
36876,	 0.000000
36878,	 -0.000520
36880,	 -0.000173
36882,	 -0.000693
36884,	 0.000000
36886,	 0.000000
36888,	 -0.000520
36890,	 -0.000866
36892,	 0.000173
36894,	 -0.000173
36896,	 -0.000173
36898,	 -0.000520
36900,	 -0.000520
36902,	 -0.000520
36904,	 -0.000346
36906,	 -0.000520
36908,	 -0.000346
36910,	 -0.000346
36912,	 -0.000346
36914,	 -0.000693
36916,	 -0.000346
36918,	 -0.000693
36920,	 -0.000520
36922,	 -0.000346
36924,	 -0.000173
36926,	 -0.000520
36928,	 -0.000346
36930,	 -0.000693
36932,	 0.000000
36934,	 -0.000346
36936,	 -0.000520
36938,	 -0.000693
36940,	 0.000173
36942,	 -0.000173
36944,	 -0.000520
36946,	 -0.000693
36948,	 0.000000
36950,	 -0.000693
36952,	 -0.000346
36954,	 -0.000173
36956,	 0.000000
36958,	 -0.000520
36960,	 -0.000346
36962,	 -0.000346
36964,	 0.000000
36966,	 -0.000693
36968,	 -0.000346
36970,	 -0.000346
36972,	 0.000000
36974,	 -0.000173
36976,	 -0.000346
36978,	 -0.000866
36980,	 -0.000346
36982,	 -0.000346
36984,	 0.000000
36986,	 -0.000520
36988,	 -0.000693
36990,	 -0.000173
36992,	 0.000000
36994,	 -0.000346
36996,	 0.000000
36998,	 -0.001040
37000,	 -0.000520
37002,	 -0.000346
37004,	 0.000000
37006,	 0.000000
37008,	 -0.000346
37010,	 -0.000693
37012,	 0.000520
37014,	 -0.000520
37016,	 -0.000346
37018,	 -0.000346
37020,	 -0.000346
37022,	 -0.000346
37024,	 -0.000693
37026,	 -0.000866
37028,	 -0.000346
37030,	 -0.000693
37032,	 0.000000
37034,	 -0.000693
37036,	 -0.000173
37038,	 -0.000173
37040,	 -0.000173
37042,	 -0.000346
37044,	 0.000000
37046,	 -0.000693
37048,	 -0.000520
37050,	 -0.000866
37052,	 -0.000346
37054,	 0.000000
37056,	 -0.000520
37058,	 -0.000346
37060,	 -0.000346
37062,	 -0.000520
37064,	 -0.000346
37066,	 -0.000693
37068,	 -0.000346
37070,	 0.000000
37072,	 0.000000
37074,	 -0.000693
37076,	 -0.000346
37078,	 -0.000173
37080,	 -0.000346
37082,	 -0.000693
37084,	 -0.000346
37086,	 0.000000
37088,	 -0.000693
37090,	 -0.000693
37092,	 -0.000346
37094,	 -0.000346
37096,	 -0.000173
37098,	 -0.000520
37100,	 -0.000520
37102,	 -0.000173
37104,	 -0.000173
37106,	 -0.000346
37108,	 0.000000
37110,	 0.000000
37112,	 -0.000693
37114,	 -0.000346
37116,	 0.000173
37118,	 -0.000520
37120,	 -0.000520
37122,	 -0.000693
37124,	 -0.000346
37126,	 -0.000520
37128,	 -0.000346
37130,	 -0.000520
37132,	 -0.000173
37134,	 -0.000520
37136,	 -0.000346
37138,	 -0.000520
37140,	 -0.000346
37142,	 -0.000693
37144,	 -0.000693
37146,	 -0.000346
37148,	 0.000000
37150,	 -0.000173
37152,	 -0.000693
37154,	 0.000000
37156,	 -0.000520
37158,	 -0.000693
37160,	 -0.000346
37162,	 0.000000
37164,	 0.000000
37166,	 -0.000173
37168,	 -0.000693
37170,	 -0.000346
37172,	 -0.000346
37174,	 -0.000346
37176,	 -0.000866
37178,	 -0.000346
37180,	 0.000000
37182,	 0.000000
37184,	 0.000000
37186,	 -0.000346
37188,	 -0.000346
37190,	 -0.000520
37192,	 -0.000346
37194,	 -0.000346
37196,	 -0.000173
37198,	 -0.000173
37200,	 -0.000173
37202,	 -0.000346
37204,	 -0.000173
37206,	 -0.000173
37208,	 -0.000346
37210,	 -0.000520
37212,	 -0.000346
37214,	 -0.000346
37216,	 0.000000
37218,	 -0.000520
37220,	 -0.000346
37222,	 -0.000520
37224,	 -0.000346
37226,	 -0.000346
37228,	 0.000173
37230,	 0.000000
37232,	 -0.000520
37234,	 -0.000346
37236,	 0.000000
37238,	 -0.000520
37240,	 -0.000520
37242,	 -0.000520
37244,	 -0.000346
37246,	 -0.000173
37248,	 -0.000173
37250,	 -0.000866
37252,	 -0.000693
37254,	 -0.000346
37256,	 0.000000
37258,	 -0.000520
37260,	 0.000000
37262,	 -0.000346
